id,TryLine,ThrowsBlock,ExceptionType,FilePath,StartLine
11,"'-tryline","/** 
 * Load a configuration from the specified properties.
 * @param properties the properties
 * @return the report generator configuration
 * @throws ConfigurationException when mandatory properties are missing
 */
public static ReportGeneratorConfiguration loadFromProperties(Properties properties) throws ConfigurationException {
  log.debug(Report generator properties loading);
  ReportGeneratorConfiguration configuration=new ReportGeneratorConfiguration();
  final Props props=new Props();
  log.debug(Loading properties:\r\n{},properties);
  props.load(properties);
  final File tempDirectory=getRequiredProperty(props,REPORT_GENERATOR_KEY_TEMP_DIR,REPORT_GENERATOR_KEY_TEMP_DIR_DEFAULT,File.class);
  configuration.setTempDirectory(tempDirectory);
  final long apdexSatisfiedThreshold=getRequiredProperty(props,REPORT_GENERATOR_KEY_APDEX_SATISFIED_THRESHOLD,REPORT_GENERATOR_KEY_APDEX_SATISFIED_THRESHOLD_DEFAULT,long.class);
  configuration.setApdexSatisfiedThreshold(apdexSatisfiedThreshold);
  final long apdexToleratedThreshold=getRequiredProperty(props,REPORT_GENERATOR_KEY_APDEX_TOLERATED_THRESHOLD,REPORT_GENERATOR_KEY_APDEX_TOLERATED_THRESHOLD_DEFAULT,long.class);
  configuration.setApdexToleratedThreshold(apdexToleratedThreshold);
  final String apdexPerTransaction=getOptionalProperty(props,REPORT_GENERATOR_KEY_APDEX_PER_TRANSACTION,String.class);
  configuration.setApdexPerTransaction(getApdexPerTransactionParts(apdexPerTransaction));
  final boolean ignoreTCFromTop5ErrorsBySampler=getRequiredProperty(props,REPORT_GENERATOR_KEY_EXCLUDE_TC_FROM_TOP5_ERRORS_BY_SAMPLER,Boolean.TRUE,Boolean.class);
  configuration.setIgnoreTCFromTop5ErrorsBySampler(ignoreTCFromTop5ErrorsBySampler);
  final String sampleFilter=getOptionalProperty(props,REPORT_GENERATOR_KEY_SAMPLE_FILTER,String.class);
  configuration.setSampleFilter(sampleFilter);
  final String reportTitle=getOptionalProperty(props,REPORT_GENERATOR_KEY_REPORT_TITLE,String.class);
  configuration.setReportTitle(reportTitle);
  Date reportStartDate=null;
  Date reportEndDate=null;
  final String startDateValue=getOptionalProperty(props,REPORT_GENERATOR_KEY_START_DATE,String.class);
  final String endDateValue=getOptionalProperty(props,REPORT_GENERATOR_KEY_END_DATE,String.class);
  String rangeDateFormat=getOptionalProperty(props,REPORT_GENERATOR_KEY_RANGE_DATE_FORMAT,String.class);
  if (StringUtils.isEmpty(rangeDateFormat)) {
    rangeDateFormat=RANGE_DATE_FORMAT_DEFAULT;
  }
  SimpleDateFormat dateFormat=new SimpleDateFormat(rangeDateFormat,Locale.ENGLISH);
  try {
    if (!StringUtils.isEmpty(startDateValue)) {
      reportStartDate=dateFormat.parse(startDateValue);
      configuration.setStartDate(reportStartDate);
    }
  }
 catch (  ParseException e) {
    log.error(Error parsing property {} with value: {} using format: {},REPORT_GENERATOR_KEY_START_DATE,startDateValue,rangeDateFormat,e);
  }
  try {
    if (!StringUtils.isEmpty(endDateValue)) {
      reportEndDate=dateFormat.parse(endDateValue);
      configuration.setEndDate(reportEndDate);
    }
  }
 catch (  ParseException e) {
    log.error(Error parsing property {} with value: {} using format: {},REPORT_GENERATOR_KEY_END_DATE,endDateValue,rangeDateFormat,e);
  }
  log.info(Will use date range start date: {}, end date: {},startDateValue,endDateValue);
  final Map<String,GraphConfiguration> graphConfigurations=configuration.getGraphConfigurations();
  loadSubConfiguration(graphConfigurations,props,REPORT_GENERATOR_GRAPH_KEY_PREFIX,false,new GraphConfigurationFactory(props));
  if (graphConfigurations.isEmpty()) {
    log.info(No graph configuration found.);
  }
  final Map<String,ExporterConfiguration> exportConfigurations=configuration.getExportConfigurations();
  loadSubConfiguration(exportConfigurations,props,REPORT_GENERATOR_EXPORTER_KEY_PREFIX,false,new ExporterConfigurationFactory(props));
  if (exportConfigurations.isEmpty()) {
    log.warn(No export configuration found. No report will be generated.);
  }
  log.debug(End of report generator properties loading);
  return configuration;
}
","org.apache.jmeter.report.config.ConfigurationException","C:\Users\pavan\Downloads\jmeter-master\src\core\src\main\java\org\apache\jmeter\report\config\ReportGeneratorConfiguration.java",598
12,"'-tryline","/** 
 * Gets the value of the specified property.
 * @param < TProperty > the type of the property
 * @param key the key identifier of the property
 * @param defaultValue the default value of the property
 * @param clazz the class of the property
 * @return the value of property if found; defaultValue otherwise
 * @throws ConfigurationException if cannot convert property
 */
public final <TProperty>TProperty getProperty(String key,TProperty defaultValue,Class<TProperty> clazz) throws ConfigurationException {
  String value=properties.get(key);
  TProperty result;
  if (value == null) {
    result=defaultValue;
  }
 else {
    result=ConfigurationUtils.convert(value,clazz);
  }
  return result;
}
","org.apache.jmeter.report.config.ConfigurationException","C:\Users\pavan\Downloads\jmeter-master\src\core\src\main\java\org\apache\jmeter\report\config\SubConfiguration.java",41
13,"'-tryline","/** 
 * Instantiates a new report generator.
 * @param resultsFile     the test results file
 * @param resultCollector Can be null, used if generation occurs at end of test
 * @throws ConfigurationException when loading configuration from file fails
 */
public ReportGenerator(String resultsFile,ResultCollector resultCollector) throws ConfigurationException {
  if (!CSV_OUTPUT_FORMAT) {
    throw new IllegalArgumentException(Report generation requires csv output format, check 'jmeter.save.saveservice.output_format' property);
  }
  log.info(ReportGenerator will use for Parsing the separator: '{}',CSV_DEFAULT_SEPARATOR);
  File file=new File(resultsFile);
  if (resultCollector == null) {
    if (!(file.isFile() && file.canRead())) {
      throw new IllegalArgumentException(String.format(Cannot read test results file : %s,file));
    }
    log.info(Will only generate report from results file: {},resultsFile);
  }
 else {
    if (file.exists() && file.length() > 0) {
      throw new IllegalArgumentException(Results file: + resultsFile +  is not empty);
    }
    log.info(Will generate report at end of test from  results file: {},resultsFile);
  }
  this.resultCollector=resultCollector;
  this.testFile=file;
  final Properties merged=new Properties();
  File rgp=new File(JMeterUtils.getJMeterBinDir(),REPORTGENERATOR_PROPERTIES);
  if (log.isInfoEnabled()) {
    log.info(Reading report generator properties from: {},rgp.getAbsolutePath());
  }
  merged.putAll(loadProps(rgp));
  log.info(Merging with JMeter properties);
  merged.putAll(JMeterUtils.getJMeterProperties());
  configuration=ReportGeneratorConfiguration.loadFromProperties(merged);
}
","org.apache.jmeter.report.config.ConfigurationException","C:\Users\pavan\Downloads\jmeter-master\src\core\src\main\java\org\apache\jmeter\report\dashboard\ReportGenerator.java",111
14,"'-tryline","@Test public void testSuccessWhenJmxExists() throws IOException, ConfigurationException {
  File temp=File.createTempFile(testPlan,.jmx);
  String testPlan=<?xml version=\1.0\ encoding=\UTF-8\?>\n + <jmeterTestPlan version=\1.2\ properties=\5.0\ jmeter=\5.2-SNAPSHOT\>\n +   <hashTree>\n+     <TestPlan guiclass=\TestPlanGui\ testclass=\TestPlan\ testname=\Test Plan\ enabled=\true\>\n+       <stringProp name=\TestPlan.comments\></stringProp>\n+       <boolProp name=\TestPlan.functional_mode\>false</boolProp>\n+       <boolProp name=\TestPlan.tearDown_on_shutdown\>true</boolProp>\n+       <boolProp name=\TestPlan.serialize_threadgroups\>false</boolProp>\n+       <elementProp name=\TestPlan.user_defined_variables\ elementType=\Arguments\ guiclass=\ArgumentsPanel\ + testclass=\Arguments\ testname=\User Defined Variables\ enabled=\true\>\n+         <collectionProp name=\Arguments.arguments\/>\n+       </elementProp>\n+       <stringProp name=\TestPlan.user_define_classpath\></stringProp></TestPlan>+     <hashTree/></hashTree></jmeterTestPlan>;
  try (FileWriter fw=new FileWriter(temp);BufferedWriter out=new BufferedWriter(fw)){
    out.write(testPlan);
  }
   try {
    JMeter jmeter=new JMeter();
    jmeter.runNonGui(temp.getAbsolutePath(),null,false,null,false);
  }
  finally {
    assertTrue(File  + temp.getAbsolutePath() +  should have been deleted,temp.delete());
  }
}
","org.apache.jmeter.report.config.ConfigurationException","C:\Users\pavan\Downloads\jmeter-master\src\core\src\test\java\org\apache\jmeter\JMeterTest.java",47
15,"'-tryline","@Test public void testFailureWithMissingPlugin() throws IOException, ConfigurationException {
  File temp=File.createTempFile(testPlan,.jmx);
  String testPlan=<?xml version=\1.0\ encoding=\UTF-8\?>\n + <jmeterTestPlan version=\1.2\ properties=\5.0\ jmeter=\5.2-SNAPSHOT.20190506\>\n +   <hashTree>\n+     <TestPlan guiclass=\TestPlanGui\ testclass=\TestPlan\ testname=\Test Plan\ enabled=\true\>\n+       <stringProp name=\TestPlan.comments\></stringProp>\n+       <boolProp name=\TestPlan.functional_mode\>false</boolProp>\n+       <boolProp name=\TestPlan.tearDown_on_shutdown\>true</boolProp>\n+       <boolProp name=\TestPlan.serialize_threadgroups\>false</boolProp>\n+       <elementProp name=\TestPlan.user_defined_variables\ elementType=\Arguments\ + guiclass=\ArgumentsPanel\ testclass=\Arguments\ testname=\User Defined Variables\ enabled=\true\>\n+         <collectionProp name=\Arguments.arguments\/>\n+       </elementProp>\n+       <stringProp name=\TestPlan.user_define_classpath\></stringProp>\n+     </TestPlan>\n+     <hashTree>\n+       <hashTree>\n+         <kg.apc.jmeter.samplers.DummySampler guiclass=\kg.apc.jmeter.samplers.DummySamplerGui\ + testclass=\kg.apc.jmeter.samplers.DummySampler\ testname=\jp@gc - Dummy Sampler\ enabled=\true\>\n+           <boolProp name=\WAITING\>true</boolProp>\n+           <boolProp name=\SUCCESFULL\>true</boolProp>\n+           <stringProp name=\RESPONSE_CODE\>200</stringProp>\n+           <stringProp name=\RESPONSE_MESSAGE\>OK</stringProp>\n+           <stringProp name=\REQUEST_DATA\>{&quot;email&quot;:&quot;user1&quot;, &quot;password&quot;:&quot;password1&quot;}ï¼›+ </stringProp>\n+           <stringProp name=\RESPONSE_DATA\>{&quot;successful&quot;: true, &quot;account_id&quot;:&quot;0123456789&quot;}</stringProp>\n+           <stringProp name=\RESPONSE_TIME\>${__Random(50,500)}</stringProp>\n+           <stringProp name=\LATENCY\>${__Random(1,50)}</stringProp>\n+           <stringProp name=\CONNECT\>${__Random(1,5)}</stringProp>\n+         </kg.apc.jmeter.samplers.DummySampler></hashTree></hashTree>\n+   </hashTree></jmeterTestPlan><hashTree/></hashTree>\n+ </jmeterTestPlan>;
  try (FileWriter fw=new FileWriter(temp);BufferedWriter out=new BufferedWriter(fw)){
    out.write(testPlan);
  }
   JMeter jmeter=new JMeter();
  try {
    jmeter.runNonGui(temp.getAbsolutePath(),null,false,null,false);
    fail(Expected ConfigurationException to be thrown);
  }
 catch (  ConfigurationException e) {
    assertTrue(When the plugin doesn't exist, the method 'runNonGui' should have a detailed message,e.getMessage().contains(Error in NonGUIDriver Problem loading XML from));
  }
 finally {
    assertTrue(File  + temp.getAbsolutePath() +  should have been deleted,temp.delete());
  }
}
","org.apache.jmeter.report.config.ConfigurationException","C:\Users\pavan\Downloads\jmeter-master\src\core\src\test\java\org\apache\jmeter\JMeterTest.java",75
16,"'-tryline","/** 
 * Check if there are entries in use. <p> Caller must ensure that access to the files map is single-threaded as there is a window between checking the files Map and clearing it.
 * @throws IllegalStateException if there are any entries still in use
 */
private void checkForOpenFiles() throws IllegalStateException {
  if (filesOpen()) {
    throw new IllegalStateException(Files are still open, cannot change base directory);
  }
  files.clear();
}
","java.lang.IllegalStateException","C:\Users\pavan\Downloads\jmeter-master\src\core\src\main\java\org\apache\jmeter\services\FileServer.java",159
17,"'-tryline","@Override public void setStatusCode(int code) throws IllegalStateException {
}
","java.lang.IllegalStateException","C:\Users\pavan\Downloads\jmeter-master\src\protocol\http\src\test\java\org\apache\jmeter\protocol\http\control\TestCacheManagerHC4.java",168
18,"'-tryline","@Override public void setReasonPhrase(String reason) throws IllegalStateException {
}
","java.lang.IllegalStateException","C:\Users\pavan\Downloads\jmeter-master\src\protocol\http\src\test\java\org\apache\jmeter\protocol\http\control\TestCacheManagerHC4.java",172
19,"'-tryline","@Override public void setStatusCode(int code) throws IllegalStateException {
}
","java.lang.IllegalStateException","C:\Users\pavan\Downloads\jmeter-master\src\protocol\http\src\test\java\org\apache\jmeter\protocol\http\control\TestCacheManagerThreadIteration.java",188
20,"'-tryline","@Override public void setReasonPhrase(String reason) throws IllegalStateException {
}
","java.lang.IllegalStateException","C:\Users\pavan\Downloads\jmeter-master\src\protocol\http\src\test\java\org\apache\jmeter\protocol\http\control\TestCacheManagerThreadIteration.java",192
21,"'-tryline","/** 
 * Get the string for the column from the current row
 * @param row row number (from 0)
 * @param col column number (from 0)
 * @return the string (empty if out of bounds)
 * @throws IndexOutOfBoundsException if the column number is out of bounds
 */
public String getColumn(int row,int col) throws IndexOutOfBoundsException {
  String colData;
  colData=fileData.get(row).get(col);
  log.debug({}({},{}):{},fileName,row,col,colData);
  return colData;
}
","java.lang.IndexOutOfBoundsException","C:\Users\pavan\Downloads\jmeter-master\src\functions\src\main\java\org\apache\jmeter\functions\FileRowColContainer.java",95
22,"'-tryline","/** 
 * {@inheritDoc}
 */
@Override protected Sampler nextIsNull() throws NextIsNullException {
  reInitialize();
  if (breakLoop || endOfArguments() || loopCount >= getEndIndex()) {
    resetBreakLoop();
    resetLoopCount();
    return null;
  }
  return next();
}
","org.apache.jmeter.control.NextIsNullException","C:\Users\pavan\Downloads\jmeter-master\src\components\src\main\java\org\apache\jmeter\control\ForeachController.java",239
23,"'-tryline","/** 
 * {@inheritDoc}
 */
@Override protected Sampler nextIsAController(Controller controller) throws NextIsNullException {
  Sampler sampler=controller.next();
  if (sampler == null) {
    currentReturnedNull(controller);
    return next();
  }
  currentReturnedAtLeastOne=true;
  if (getStyle() == IGNORE_SUB_CONTROLLERS) {
    incrementCurrent();
    skipNext=true;
  }
 else {
    searchStart=null;
  }
  return sampler;
}
","org.apache.jmeter.control.NextIsNullException","C:\Users\pavan\Downloads\jmeter-master\src\components\src\main\java\org\apache\jmeter\control\InterleaveControl.java",99
24,"'-tryline","/** 
 * {@inheritDoc}
 */
@Override protected Sampler nextIsASampler(Sampler element) throws NextIsNullException {
  skipNext=true;
  incrementCurrent();
  return element;
}
","org.apache.jmeter.control.NextIsNullException","C:\Users\pavan\Downloads\jmeter-master\src\components\src\main\java\org\apache\jmeter\control\InterleaveControl.java",119
25,"'-tryline","/** 
 * {@inheritDoc}
 */
@Override protected void setCurrentElement(TestElement currentElement) throws NextIsNullException {
  if (searchStart == null) {
    searchStart=currentElement;
  }
 else   if (searchStart == currentElement && !stillSame) {
    reInitialize();
    throw new NextIsNullException();
  }
}
","org.apache.jmeter.control.NextIsNullException","C:\Users\pavan\Downloads\jmeter-master\src\components\src\main\java\org\apache\jmeter\control\InterleaveControl.java",141
26,"'-tryline","@Override protected Sampler nextIsNull() throws NextIsNullException {
  return null;
}
","org.apache.jmeter.control.NextIsNullException","C:\Users\pavan\Downloads\jmeter-master\src\components\src\main\java\org\apache\jmeter\control\OnceOnlyController.java",55
27,"'-tryline","/** 
 * Called by  {@link #next()} if the element is a Controller, and returns thenext sampler from the controller. If this is <code>null</code>, then updates the current pointer and makes recursive call to  {@link #next()}.
 * @param controller the current <em>next</em> element
 * @return the next sampler
 * @throws NextIsNullException when the end of the list has already been reached
 */
protected Sampler nextIsAController(Controller controller) throws NextIsNullException {
  Sampler sampler=controller.next();
  if (sampler == null) {
    currentReturnedNull(controller);
    sampler=next();
  }
  return sampler;
}
","org.apache.jmeter.control.NextIsNullException","C:\Users\pavan\Downloads\jmeter-master\src\core\src\main\java\org\apache\jmeter\control\GenericController.java",211
